Image;Emotion;Trajectory
excitement_0205;P;<709.0,1540.0,0.0>,<707.0,1533.0,80.0>,<703.6268,1517.4473,90.0>,<700.3088,1477.028,101.0>,<699.0,1424.413,112.0>,<702.3752,1368.0596,123.0>,<709.7802,1308.1482,134.0>,<719.5173,1248.8964,145.0>,<731.7456,1206.9584,156.0>,<744.74493,1171.7064,168.0>,<755.107,1143.417,179.0>,<765.4851,1117.6359,190.0>,<775.41846,1093.7958,201.0>,<783.0556,1073.8331,212.0>,<790.7192,1055.5616,223.0>,<799.3341,1039.3323,234.0>,<809.35474,1023.63245,246.0>,<819.72974,1007.5405,257.0>,<828.7048,993.9429,268.0>,<835.6644,980.66943,279.0>,<844.37134,971.303,290.0>,<853.39075,963.28735,301.0>,<859.0,959.0,309.0>,<859.0,959.0,315.0>,
amusement_0750;P;<704.0,1617.0,0.0>,<703.0,1608.0,133.0>,<697.7313,1580.3878,148.0>,<692.11053,1550.6631,159.0>,<687.7394,1510.7634,170.0>,<686.3782,1460.5885,181.0>,<688.2206,1401.4707,192.0>,<696.06396,1331.9395,203.0>,<705.0585,1283.1544,214.0>,<714.38837,1240.461,225.0>,<724.5413,1199.7859,237.0>,<736.50684,1163.4795,248.0>,<747.42487,1129.2963,259.0>,<758.2257,1098.6536,270.0>,<766.23596,1071.2921,281.0>,<773.65515,1049.4828,292.0>,<779.0755,1031.1602,303.0>,<784.5654,1014.82544,314.0>,<789.578,1001.37,325.0>,<794.0299,990.9402,337.0>,<797.997,982.5045,348.0>,<800.4995,974.00183,359.0>,<803.0024,964.99524,370.0>,<805.9829,958.52563,381.0>,<810.4518,952.5482,392.0>,<815.43225,948.04517,403.0>,<819.9466,945.52673,414.0>,<824.0,946.0,423.0>,<824.0,946.0,429.0>,
excitement_0212;P;<684.0,1549.0,0.0>,<681.0,1542.0,64.0>,<677.6189,1526.7849,77.0>,<672.60333,1503.6199,88.0>,<667.90985,1469.9757,99.0>,<662.6476,1412.7139,110.0>,<661.0,1354.9056,121.0>,<662.6659,1299.0206,132.0>,<670.56476,1247.6973,143.0>,<680.93964,1214.3018,154.0>,<690.23926,1185.9302,166.0>,<700.2443,1157.2671,177.0>,<710.79846,1126.8707,188.0>,<723.37366,1095.003,199.0>,<737.8972,1067.6542,210.0>,<749.2565,1044.7947,221.0>,<751.0,1040.0,224.0>,<751.0,1040.0,230.0>,
anger_0023;N;<669.0,1593.0,0.0>,<668.0,1589.0,61.0>,<664.64154,1574.9246,76.0>,<661.6168,1561.1589,87.0>,<658.29535,1543.9535,98.0>,<655.2887,1522.4644,109.0>,<652.5982,1496.1874,121.0>,<651.29285,1465.6855,132.0>,<650.0,1430.2754,143.0>,<650.6923,1392.5382,154.0>,<654.0877,1354.0819,165.0>,<661.773,1312.8282,176.0>,<669.43365,1278.3256,187.0>,<678.44525,1243.9752,199.0>,<686.72156,1210.4333,210.0>,<695.71246,1177.8281,221.0>,<704.6536,1149.3757,232.0>,<716.0018,1123.9965,243.0>,<727.963,1100.074,254.0>,<738.96576,1079.3904,265.0>,<747.61255,1060.4686,277.0>,<755.00323,1043.3258,288.0>,<761.5815,1030.1278,299.0>,<767.92755,1018.78735,310.0>,<773.88873,1008.8522,321.0>,<780.56366,999.4364,332.0>,<786.9218,992.4376,343.0>,<793.8955,985.1045,355.0>,<800.9374,976.771,366.0>,<806.88214,968.4905,377.0>,<814.00323,960.198,388.0>,<816.0,959.0,390.0>,<816.0,959.0,397.0>,
amusement_0541;P;<682.0,1632.0,0.0>,<660.0,1599.0,49.0>,<653.2514,1566.8828,62.0>,<647.6384,1512.2148,73.0>,<645.30817,1437.9429,84.0>,<649.87854,1352.5166,95.0>,<665.69226,1273.9001,106.0>,<685.7624,1199.3317,117.0>,<708.3056,1137.3888,128.0>,<732.4843,1093.0726,139.0>,<749.8655,1060.5276,150.0>,<769.42896,1036.2853,162.0>,<773.0,1032.0,164.0>,<773.0,1032.0,169.0>,
amusement_0508;P;<659.0,1629.0,0.0>,<654.0,1605.0,42.0>,<648.2803,1572.9697,51.0>,<643.2006,1533.4058,62.0>,<638.7312,1476.9893,73.0>,<638.0,1397.7778,84.0>,<643.04254,1335.617,96.0>,<649.6495,1295.415,107.0>,<656.98004,1260.1196,118.0>,<670.00397,1224.6555,129.0>,<680.3238,1194.6934,140.0>,<688.99164,1167.7056,151.0>,<696.0138,1143.6161,162.0>,<703.6174,1122.4565,174.0>,<709.9783,1106.384,185.0>,<716.2931,1092.0483,196.0>,<725.2583,1081.7417,207.0>,<732.54944,1073.4506,218.0>,<739.841,1064.318,229.0>,<744.0,1055.0,238.0>,<744.0,1055.0,244.0>,
fear_0687;N;<642.0,1618.0,0.0>,<629.0,1587.0,41.0>,<622.1605,1563.8025,48.0>,<616.60895,1521.6985,59.0>,<612.60986,1480.5383,70.0>,<609.6214,1418.2533,81.0>,<608.0,1356.0876,92.0>,<610.0213,1302.8083,104.0>,<616.6202,1249.9689,115.0>,<626.9649,1198.1405,126.0>,<638.5728,1154.779,137.0>,<647.08746,1123.3551,148.0>,<657.07275,1093.7817,159.0>,<666.42645,1068.7206,170.0>,<673.9904,1045.8229,181.0>,<684.92847,1024.1431,192.0>,<695.3751,1005.656,204.0>,<704.3038,988.39246,215.0>,<712.24054,974.63916,226.0>,<721.2437,963.1953,237.0>,<728.2565,951.61523,248.0>,<734.05493,939.36255,259.0>,<740.0982,930.90186,270.0>,<748.0569,923.2073,281.0>,<756.0589,918.4706,292.0>,<763.7633,914.7456,304.0>,<768.8015,909.9313,315.0>,<773.0,908.0,324.0>,<773.0,908.0,330.0>,
excitement_0192;P;<721.0,1554.0,0.0>,<719.0,1551.0,90.0>,<717.3136,1544.2545,99.0>,<715.3039,1533.8232,110.0>,<714.0,1521.8986,121.0>,<712.3145,1508.8872,133.0>,<710.3293,1495.3052,144.0>,<708.33716,1481.6971,155.0>,<705.33466,1467.6771,166.0>,<704.33826,1449.0444,177.0>,<704.0,1431.7589,188.0>,<703.34863,1414.1375,199.0>,<703.6416,1392.9423,210.0>,<704.0,1368.2076,221.0>,<705.6349,1342.7461,233.0>,<706.63184,1316.1547,244.0>,<709.2397,1288.9419,255.0>,<713.236,1262.3477,266.0>,<720.4083,1234.5708,277.0>,<725.7998,1207.6008,288.0>,<733.9502,1181.3295,299.0>,<744.55884,1155.2892,310.0>,<756.5102,1129.9796,321.0>,<767.88574,1105.0742,333.0>,<776.3005,1081.6737,344.0>,<784.8503,1060.8695,355.0>,<794.81714,1045.056,366.0>,<803.14813,1031.7778,377.0>,<810.64374,1018.7125,388.0>,<816.08704,1006.2825,399.0>,<821.08093,996.83813,410.0>,<825.0503,988.8994,421.0>,<830.57605,981.42395,433.0>,<837.0944,975.4292,444.0>,<844.09216,970.4309,455.0>,<850.0,964.0,463.0>,<850.0,964.0,469.0>,
anger_0800;N;<744.0,1504.0,0.0>,<739.0,1491.0,52.0>,<734.16675,1471.6671,58.0>,<733.3069,1430.8989,69.0>,<736.3554,1360.9248,81.0>,<742.35364,1284.342,92.0>,<745.6711,1219.5248,103.0>,<759.25476,1156.2946,114.0>,<779.58044,1103.1812,125.0>,<792.0,1076.0,132.0>,<792.0,1076.0,138.0>,
excitement_0166;P;<692.0,1607.0,0.0>,<690.0,1602.0,94.0>,<686.62164,1593.5541,103.0>,<683.63776,1582.9133,114.0>,<681.3299,1570.9795,125.0>,<678.6799,1559.0397,136.0>,<675.33,1547.6501,148.0>,<671.70245,1536.7562,159.0>,<670.0,1524.0302,170.0>,<669.0,1511.4786,181.0>,<668.36725,1498.5709,192.0>,<669.0,1484.056,203.0>,<669.0,1465.0841,214.0>,<671.8519,1436.123,225.0>,<677.86584,1396.6952,236.0>,<684.43665,1349.38,248.0>,<690.81067,1295.7037,259.0>,<699.05304,1253.1772,270.0>,<707.9015,1218.7152,281.0>,<717.9464,1186.9796,292.0>,<731.38666,1156.5334,303.0>,<744.35205,1127.7373,314.0>,<755.31946,1100.2545,325.0>,<765.70184,1075.5156,336.0>,<775.67206,1054.6559,348.0>,<785.60785,1038.349,359.0>,<795.6167,1023.81323,370.0>,<802.5511,1009.38074,381.0>,<808.02606,997.4348,392.0>,<812.5299,988.4701,403.0>,<816.9859,981.0282,414.0>,<820.0015,973.4978,425.0>,<822.9689,967.54675,436.0>,<826.94495,962.05505,448.0>,<829.95264,957.04736,459.0>,<833.94696,953.0531,470.0>,<837.46783,949.5321,481.0>,<840.91046,947.0895,492.0>,<842.0,946.0,495.0>,<842.0,946.0,501.0>,
amusement_0539;P;<692.0,1642.0,0.0>,<690.0,1636.0,82.0>,<684.61127,1613.0562,97.0>,<681.59827,1590.5896,108.0>,<677.8241,1564.7687,119.0>,<673.83765,1522.8898,130.0>,<674.56744,1471.2463,141.0>,<678.1706,1416.6116,152.0>,<685.2894,1360.9741,163.0>,<697.008,1302.823,175.0>,<706.3293,1262.5182,186.0>,<719.04987,1229.7432,197.0>,<732.43097,1200.9945,208.0>,<743.2454,1176.2637,219.0>,<752.24414,1154.3896,230.0>,<760.7403,1136.3593,241.0>,<766.67896,1122.0824,253.0>,<772.1388,1110.153,264.0>,<776.6716,1101.214,275.0>,<780.1141,1091.2148,286.0>,<783.682,1081.7573,297.0>,<789.695,1074.3049,308.0>,<794.6547,1068.8969,319.0>,<800.10626,1064.8937,330.0>,<804.6673,1060.8884,342.0>,<809.10315,1057.4484,353.0>,<813.65967,1054.8936,364.0>,<818.6311,1054.0,375.0>,<822.0,1053.0,383.0>,<822.0,1053.0,389.0>,
anger_0002;N;<657.0,1573.0,0.0>,<649.0,1535.0,33.0>,<636.9174,1469.5046,48.0>,<630.8164,1414.3379,59.0>,<632.1819,1357.3629,71.0>,<645.9074,1270.4321,82.0>,<667.3937,1205.5065,93.0>,<692.25104,1146.6565,104.0>,<714.0586,1100.1965,115.0>,<733.2694,1070.1295,126.0>,<747.3015,1051.5979,137.0>,<759.16675,1037.3055,148.0>,<769.0,1029.0,157.0>,<769.0,1029.0,162.0>,
amusement_0544;P;<688.0,1628.0,0.0>,<688.0,1626.0,119.0>,<686.3192,1617.2767,134.0>,<686.0,1607.8103,145.0>,<686.32025,1594.9214,156.0>,<683.31824,1580.546,168.0>,<681.0,1562.8362,179.0>,<679.32605,1545.2607,190.0>,<676.6479,1526.2395,201.0>,<674.3202,1505.522,212.0>,<673.0,1482.8025,223.0>,<674.6347,1457.1141,234.0>,<676.67694,1428.8462,246.0>,<679.27856,1396.4928,257.0>,<682.3333,1360.0,268.0>,<687.0652,1323.609,279.0>,<691.66284,1298.3715,290.0>,<694.66534,1279.0121,301.0>,<697.3418,1262.962,312.0>,<699.66406,1246.6875,324.0>,<702.3322,1230.3372,335.0>,<705.3241,1218.0277,346.0>,<708.30493,1207.7377,357.0>,<710.6505,1199.3978,368.0>,<713.674,1191.304,379.0>,<717.31573,1182.7106,390.0>,<725.349,1175.9906,401.0>,<732.0,1171.0,409.0>,<732.0,1171.0,414.0>,
excitement_0228;P;<713.0,1542.0,0.0>,<712.0,1536.0,72.0>,<710.3178,1521.8604,81.0>,<708.3134,1499.7607,93.0>,<707.0,1473.4092,104.0>,<706.0,1439.0029,115.0>,<705.0,1386.5084,126.0>,<706.6604,1334.8298,137.0>,<710.9284,1284.93,148.0>,<724.8311,1236.0983,159.0>,<735.9554,1205.9071,170.0>,<743.88727,1181.4508,181.0>,<748.8726,1160.3821,193.0>,<754.854,1144.0559,204.0>,<760.82465,1128.1342,215.0>,<766.8117,1112.7727,226.0>,<772.18134,1098.456,237.0>,<776.8212,1086.9646,248.0>,<782.14685,1077.7063,259.0>,<786.17554,1068.6489,270.0>,<791.72504,1061.7,281.0>,<798.275,1055.8625,293.0>,<805.7132,1051.8579,304.0>,<813.25433,1047.3093,315.0>,<818.0,1043.0,323.0>,<818.0,1043.0,328.0>,
awe_0058;P;<683.0,1595.0,0.0>,<681.0,1590.0,61.0>,<678.6132,1584.0331,67.0>,<674.6283,1576.5708,78.0>,<670.63257,1564.8977,89.0>,<667.31055,1552.1738,101.0>,<663.6596,1536.6384,112.0>,<660.67285,1518.3644,123.0>,<658.33734,1497.0481,134.0>,<655.6937,1465.2842,145.0>,<655.0,1420.9417,156.0>,<656.6488,1372.1304,167.0>,<666.75964,1320.361,178.0>,<682.83997,1282.12,189.0>,<685.0,1276.0,191.0>,<685.0,1276.0,197.0>,
amusement_0516;P;<646.0,1640.0,0.0>,<645.0,1636.0,69.0>,<643.3369,1628.0215,78.0>,<640.3346,1613.0112,89.0>,<637.67664,1592.7214,100.0>,<633.65063,1554.1329,111.0>,<630.3275,1504.8608,122.0>,<629.67413,1453.4723,134.0>,<634.0193,1400.4996,145.0>,<640.6634,1349.354,156.0>,<651.23987,1313.9283,167.0>,<653.0,1309.0,169.0>,<653.0,1309.0,174.0>,
fear_0705;N;<668.0,1609.0,0.0>,<667.0,1604.0,75.0>,<662.6791,1585.7163,89.0>,<658.7509,1571.0038,100.0>,<654.0954,1555.2863,111.0>,<648.18634,1536.9546,123.0>,<642.7457,1516.1014,134.0>,<636.12195,1493.4879,145.0>,<632.3609,1468.6915,156.0>,<628.74634,1440.2242,167.0>,<625.7185,1410.3885,178.0>,<623.3711,1383.8239,189.0>,<621.36804,1358.4161,200.0>,<619.3863,1333.6356,211.0>,<619.0,1310.3041,223.0>,<617.4138,1290.1381,234.0>,<615.40515,1269.0514,245.0>,<614.0,1249.1981,256.0>,<616.0,1230.3727,267.0>,<616.0,1212.4609,278.0>,<616.57404,1195.4077,289.0>,<619.05304,1178.7878,300.0>,<621.53937,1165.1122,311.0>,<624.4634,1150.3782,323.0>,<627.0,1135.7999,334.0>,<627.1303,1118.9575,345.0>,<628.1443,1103.9897,356.0>,<629.16174,1091.1913,367.0>,<631.0,1080.3083,378.0>,<632.118,1069.4102,389.0>,<634.1051,1058.3694,400.0>,<636.11816,1047.4092,411.0>,<638.0,1036.4564,423.0>,<640.08826,1026.5588,434.0>,<642.0876,1016.562,445.0>,<646.07196,1007.71216,456.0>,<649.0873,999.6509,467.0>,<652.15356,992.76965,478.0>,<656.1529,986.7706,489.0>,<660.17615,982.82385,500.0>,<663.07733,979.9227,511.0>,<667.0,978.0,522.0>,<667.0,978.0,527.0>,
amusement_0511;P;<668.0,1639.0,0.0>,<667.0,1635.0,95.0>,<663.61786,1624.8535,104.0>,<659.6572,1608.9574,115.0>,<655.6763,1587.0576,126.0>,<651.6794,1560.0956,137.0>,<647.6511,1528.2089,148.0>,<644.67926,1493.1134,159.0>,<643.0,1455.6454,170.0>,<643.0,1421.6797,182.0>,<644.63196,1390.5209,193.0>,<647.63104,1361.534,204.0>,<651.8678,1331.0385,215.0>,<658.8546,1301.345,226.0>,<666.48444,1271.6835,237.0>,<673.8018,1243.5916,248.0>,<681.3719,1217.2913,259.0>,<687.7581,1193.9677,270.0>,<694.74054,1172.1982,282.0>,<699.70636,1152.8809,293.0>,<705.674,1135.978,304.0>,<711.67554,1121.0903,315.0>,<717.1879,1108.7181,326.0>,<722.0,1101.0,334.0>,<722.0,1101.0,341.0>,
disgust_0880;N;<673.0,1693.0,0.0>,<672.0,1687.0,66.0>,<665.6099,1665.0496,81.0>,<659.9302,1643.7207,92.0>,<654.62805,1617.3962,103.0>,<648.30914,1583.2003,114.0>,<641.97186,1529.423,126.0>,<637.65753,1478.8906,137.0>,<636.0,1432.925,148.0>,<636.66235,1389.091,159.0>,<639.6352,1348.2017,170.0>,<643.64526,1315.9664,181.0>,<648.24304,1288.2986,192.0>,<654.27234,1261.7299,203.0>,<659.8494,1237.6022,214.0>,<665.1987,1213.8076,226.0>,<669.1986,1188.8085,237.0>,<675.2881,1166.2798,248.0>,<683.2988,1146.2529,259.0>,<689.1425,1126.2874,270.0>,<694.1132,1107.5471,281.0>,<698.10297,1092.691,292.0>,<703.07294,1080.7811,303.0>,<708.078,1071.305,314.0>,<711.0695,1061.3263,326.0>,<715.05817,1053.8837,337.0>,<718.52606,1046.4219,348.0>,<721.527,1041.4191,359.0>,<723.51965,1036.4409,370.0>,<724.0,1033.6056,381.0>,<724.0,1033.0,385.0>,<724.0,1033.0,391.0>,
fear_0934;N;<667.0,1637.0,0.0>,<662.0,1625.0,55.0>,<651.00964,1598.0289,67.0>,<646.90875,1578.2408,78.0>,<642.60724,1550.2506,89.0>,<638.62335,1521.0518,101.0>,<637.0,1495.1019,112.0>,<635.319,1466.4658,123.0>,<636.6706,1435.941,134.0>,<635.33636,1405.0457,145.0>,<635.0,1372.7736,156.0>,<636.6429,1341.3566,167.0>,<640.2812,1307.1097,178.0>,<644.8498,1275.1344,189.0>,<652.15,1244.8099,201.0>,<661.4446,1221.2775,212.0>,<667.76276,1199.5365,223.0>,<672.1621,1176.6085,234.0>,<677.2773,1157.8761,245.0>,<684.70575,1139.3142,256.0>,<690.663,1120.0109,267.0>,<696.64044,1103.6254,278.0>,<703.17456,1090.7382,289.0>,<709.082,1080.836,301.0>,<714.62164,1073.3783,312.0>,<721.5865,1066.8846,323.0>,<725.4989,1057.0066,334.0>,<727.2591,1047.9635,345.0>,<730.0,1043.0,355.0>,<730.0,1043.0,360.0>,
awe_0581;P;<667.0,1620.0,0.0>,<666.0,1617.0,100.0>,<665.3388,1602.0328,114.0>,<664.0,1585.9486,126.0>,<662.34644,1566.4646,137.0>,<659.3361,1541.7056,148.0>,<658.0,1513.169,159.0>,<656.34973,1480.295,170.0>,<655.0,1447.1876,181.0>,<656.2908,1413.3829,192.0>,<662.46844,1376.509,203.0>,<669.5191,1344.294,214.0>,<676.45557,1310.5637,226.0>,<683.46783,1275.8947,237.0>,<691.4056,1242.3777,248.0>,<699.4117,1211.5592,259.0>,<707.8922,1184.4803,270.0>,<717.36597,1161.6766,281.0>,<725.34045,1144.9042,292.0>,<729.16156,1130.5153,303.0>,<732.13513,1119.1622,314.0>,<736.69696,1110.7374,326.0>,<741.6926,1102.7432,337.0>,<749.2151,1093.7849,348.0>,<757.0,1089.0,356.0>,<757.0,1089.0,361.0>,
awe_0053;P;<694.0,1512.0,0.0>,<690.0,1478.0,44.0>,<689.0,1447.9823,56.0>,<689.67725,1421.5502,67.0>,<690.66644,1404.3347,78.0>,<691.0,1388.4999,89.0>,<691.67926,1373.566,100.0>,<693.68,1357.5602,111.0>,<694.0,1343.8838,123.0>,<695.0,1332.6594,134.0>,<696.6837,1322.5815,145.0>,<698.6903,1310.858,156.0>,<700.6851,1298.2041,167.0>,<704.01135,1283.3069,178.0>,<708.3583,1267.567,189.0>,<713.7425,1250.1438,201.0>,<720.6578,1230.3556,212.0>,<727.6583,1210.3541,223.0>,<734.0008,1190.3307,234.0>,<740.0058,1169.314,245.0>,<747.67584,1149.3104,256.0>,<754.6618,1129.3456,267.0>,<762.6778,1109.3055,279.0>,<772.3915,1090.8953,290.0>,<781.0,1079.0,297.0>,<781.0,1079.0,303.0>,
disgust_0773;N;<701.0,1605.0,0.0>,<699.0,1597.0,78.0>,<695.3407,1566.429,93.0>,<691.6491,1518.0612,104.0>,<689.3342,1457.0269,115.0>,<689.0,1395.8245,126.0>,<691.9543,1336.1084,138.0>,<700.8574,1279.6417,149.0>,<707.29114,1236.7339,160.0>,<711.27997,1199.8405,171.0>,<714.19037,1164.4769,182.0>,<717.57605,1134.9353,193.0>,<720.5699,1107.0215,204.0>,<723.1058,1085.024,215.0>,<725.5384,1069.1545,226.0>,<726.5027,1054.9893,238.0>,<728.0,1048.0754,249.0>,<729.0,1040.1931,260.0>,<729.0,1030.6864,271.0>,<730.4312,1020.1376,282.0>,<734.693,1011.0759,293.0>,<741.49677,1003.5032,304.0>,<749.7197,996.2803,315.0>,<756.6267,988.3733,326.0>,<760.18304,979.90173,338.0>,<763.54974,969.08374,349.0>,<766.0,965.0,353.0>,<766.0,965.0,359.0>,
anger_0806;N;<811.0,1475.0,0.0>,<804.0,1463.0,72.0>,<791.1202,1436.2404,81.0>,<780.2716,1394.9938,92.0>,<774.3347,1348.3672,104.0>,<768.68475,1291.9287,115.0>,<764.04114,1233.7975,126.0>,<766.64703,1182.5304,137.0>,<770.6381,1130.7709,148.0>,<775.5794,1077.8787,159.0>,<780.8735,1028.5104,170.0>,<786.9024,991.5857,181.0>,<794.5075,959.5968,192.0>,<803.9927,934.8175,204.0>,<814.5601,913.0664,215.0>,<824.3836,895.2328,226.0>,<831.4164,880.77124,237.0>,<833.0,878.0,239.0>,<833.0,878.0,245.0>,
amusement_0756;P;<830.0,1532.4762,412.0>,<830.0,1531.5,417.0>,<830.0,1530.4635,456.0>,<828.5,1528.5,467.0>,<827.5017,1526.5017,490.0>,<826.5016,1525.0,501.0>,<825.0,1523.5074,512.0>,<823.51697,1522.0,523.0>,<823.0,1520.5304,534.0>,<821.7883,1519.7883,545.0>,<820.7616,1520.0,556.0>,<820.0,1519.5334,567.0>,<818.5406,1519.0,579.0>,<818.0,1518.0,598.0>,<817.0,1517.2937,623.0>,<817.0,1516.5,632.0>,<815.59216,1516.0,656.0>,<815.4199,1516.0,667.0>,<816.39526,1515.0,679.0>,<817.5,1515.0,685.0>,<818.1335,1515.0,701.0>,<818.0,1513.8011,712.0>,<818.0,1513.8011,732.0>,<818.0,1512.8223,745.0>,<817.0,1512.6727,801.0>,<816.3475,1512.0,812.0>,<817.5,1512.0,818.0>,<817.6615,1511.0,867.0>,<818.5,1511.0,877.0>,<818.0,1510.0,899.0>,<819.0,1508.3386,934.0>,<819.0,1507.3463,945.0>,<819.0,1506.3525,956.0>,<819.2814,1504.4373,967.0>,<821.0,1501.4159,979.0>,<822.0,1497.7133,990.0>,<823.0,1495.7408,1001.0>,<823.28687,1494.0,1012.0>,<824.0,1493.3607,1023.0>,<824.2577,1492.0,1034.0>,<825.0,1490.7787,1045.0>,<825.25507,1488.745,1056.0>,<828.0,1485.0,1066.0>,<828.0,1485.0,1071.0>,
disgust_0787;N;<811.0,1426.0,0.0>,<809.0,1421.0,54.0>,<801.98346,1402.6226,69.0>,<796.9571,1385.8712,80.0>,<791.9575,1364.83,91.0>,<787.63684,1339.458,103.0>,<783.62103,1308.9685,114.0>,<780.3256,1274.8608,125.0>,<778.329,1236.5798,136.0>,<778.0,1192.2294,147.0>,<779.0,1145.543,158.0>,<782.9381,1098.4952,169.0>,<789.99133,1057.3796,180.0>,<797.57684,1028.6251,192.0>,<805.60834,1005.17505,203.0>,<813.59125,982.874,214.0>,<821.6016,961.49585,225.0>,<829.5729,941.5679,236.0>,<834.9013,922.296,247.0>,<843.1339,903.9857,258.0>,<853.80194,889.56445,270.0>,<856.0,887.0,272.0>,<856.0,887.0,277.0>,
anger_0025;N;<835.0,1353.0,0.0>,<814.0,1309.0,39.0>,<799.9003,1259.1456,51.0>,<788.5822,1191.853,62.0>,<785.7942,1113.973,74.0>,<796.16833,1053.5852,85.0>,<816.08356,988.4531,96.0>,<829.35626,949.24634,107.0>,<841.0468,918.9064,118.0>,<849.6823,898.96484,129.0>,<856.9855,881.70544,140.0>,<869.9626,870.6979,151.0>,<879.0,865.0,159.0>,<879.0,865.0,164.0>,
disgust_0894;N;<802.0,1437.0,0.0>,<798.0,1412.0,51.0>,<791.64276,1347.1414,63.0>,<789.0,1276.0217,74.0>,<793.67365,1205.2742,85.0>,<807.46796,1144.5457,96.0>,<820.3739,1097.854,107.0>,<830.3601,1068.2637,118.0>,<841.35785,1041.598,130.0>,<856.3552,1017.6448,141.0>,<860.0,1014.0,143.0>,<860.0,1014.0,148.0>,
anger_0808;N;<861.0,1557.0,0.0>,<849.0,1540.0,41.0>,<827.7934,1489.1737,56.0>,<818.2101,1438.8654,67.0>,<812.0643,1396.6427,78.0>,<806.3166,1343.6486,89.0>,<810.3319,1304.6724,101.0>,<815.32947,1266.3701,112.0>,<821.9598,1227.5879,123.0>,<825.9924,1192.7098,134.0>,<831.2841,1160.369,145.0>,<836.9031,1134.3877,156.0>,<842.9158,1109.9756,167.0>,<847.2725,1089.2737,178.0>,<852.2336,1073.6825,189.0>,<858.22815,1061.9296,201.0>,<865.4194,1052.5806,212.0>,<873.42334,1044.5767,223.0>,<881.88226,1036.2706,234.0>,<884.0,1035.0,236.0>,<884.0,1035.0,241.0>,
awe_0866;P;<840.0,1494.0,0.0>,<824.0,1460.0,60.0>,<818.0221,1432.5015,67.0>,<811.91406,1390.1406,78.0>,<810.0,1327.0222,89.0>,<815.7085,1262.3319,100.0>,<826.62006,1201.8596,111.0>,<838.9848,1157.7173,122.0>,<853.24567,1127.2104,134.0>,<863.50305,1106.2103,145.0>,<874.0,1095.0,152.0>,<874.0,1095.0,158.0>,
disgust_0778;N;<828.0,1539.0,0.0>,<810.0,1508.0,66.0>,<793.4483,1436.6898,80.0>,<785.9044,1371.2504,92.0>,<789.06604,1302.8959,103.0>,<801.371,1241.2017,114.0>,<811.39465,1204.816,125.0>,<819.6361,1179.7507,136.0>,<826.97327,1157.4225,147.0>,<835.2266,1140.8374,158.0>,<837.0,1138.0,160.0>,<837.0,1138.0,166.0>,
fear_0706;N;<850.0,1484.0,0.0>,<846.0,1460.0,92.0>,<843.3418,1409.2795,102.0>,<847.0821,1335.6271,113.0>,<858.4834,1257.9539,124.0>,<878.3685,1187.2245,135.0>,<898.0516,1146.2588,146.0>,<914.7636,1120.8339,157.0>,<917.0,1117.0,159.0>,<917.0,1117.0,164.0>,
disgust_0767;N;<855.0,1457.0,0.0>,<855.0,1459.0,71.0>,<854.0,1462.3159,81.0>,<853.0,1464.672,92.0>,<850.3449,1463.345,103.0>,<847.67755,1459.0162,114.0>,<843.68567,1447.7426,125.0>,<839.6978,1419.9315,136.0>,<837.34576,1378.2976,147.0>,<840.6145,1323.3911,158.0>,<851.44257,1259.0564,170.0>,<865.9126,1198.3497,181.0>,<877.7902,1158.6293,192.0>,<890.7126,1124.481,203.0>,<901.0692,1098.2477,214.0>,<910.48456,1078.0309,225.0>,<916.2054,1064.3839,236.0>,<921.8221,1052.9633,247.0>,<927.19226,1045.6155,258.0>,<928.0,1044.0,261.0>,<928.0,1044.0,266.0>,
awe_0856;P;<886.0,1577.0,0.0>,<884.0,1568.0,115.0>,<876.61914,1537.4481,124.0>,<868.3449,1488.0781,135.0>,<863.6888,1428.0208,146.0>,<864.30695,1360.7819,157.0>,<871.9509,1298.3925,168.0>,<878.9751,1255.1744,180.0>,<887.59534,1216.6722,191.0>,<896.13043,1182.3564,202.0>,<907.1296,1148.9854,213.0>,<918.0501,1117.8497,224.0>,<929.05304,1090.6727,235.0>,<938.0628,1068.8744,246.0>,<946.45374,1052.0925,257.0>,<953.3975,1039.4037,268.0>,<959.19147,1030.6171,280.0>,<964.19763,1023.2036,291.0>,<968.18463,1017.8153,302.0>,<972.1686,1012.2471,313.0>,<974.5913,1005.63477,324.0>,<975.0,1004.0,326.0>,<975.0,1004.0,332.0>,
fear_0956;N;<869.0,1595.0,0.0>,<866.0,1587.0,95.0>,<858.0245,1558.7483,104.0>,<846.0276,1514.7723,115.0>,<837.4682,1464.2776,126.0>,<832.3621,1405.8629,138.0>,<833.0,1346.9619,149.0>,<835.24023,1300.3578,160.0>,<839.8569,1260.621,171.0>,<845.4125,1225.747,182.0>,<853.38635,1191.8579,193.0>,<863.4975,1159.6733,204.0>,<874.8994,1127.7219,215.0>,<884.85834,1096.425,226.0>,<894.258,1067.0969,238.0>,<902.1801,1041.9146,249.0>,<908.6409,1017.98315,260.0>,<915.17444,998.10754,271.0>,<921.6143,982.2333,282.0>,<928.5612,968.87756,293.0>,<934.06525,957.3369,304.0>,<939.5457,948.93896,315.0>,<945.04254,940.9149,326.0>,<950.04834,932.9033,337.0>,<955.5108,925.9856,349.0>,<957.0,924.0,351.0>,<957.0,924.0,357.0>,
